Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-06-12,45.34592819213867,45.423753444007204,45.07943599015152,45.13603715474393,67644400
2018-06-13,44.97330856323242,45.48742587356639,44.91199333844062,45.37894121591051,86553600
2018-06-14,44.99688720703125,45.178479423187866,44.860103786934765,45.173761760833635,86440400
2018-06-15,44.534664154052734,44.8459651708129,44.39788070109959,44.81530575592877,246876800
2018-06-18,44.51107406616211,44.62427277739509,44.14788961977815,44.30825775933685,73939600
2018-06-19,43.79179763793945,43.94273050126758,43.263530817029334,43.66208886511294,134314000
2018-06-20,43.98281478881836,44.147897020063795,43.801222535187,43.947441310166745,82514800
2018-06-21,43.737545013427734,44.4191015421544,43.614910971313066,44.15968406816612,102847600
2018-06-22,43.610198974609375,43.90027229792236,43.558315473070756,43.89319760212371,108801600
2018-06-25,42.961666107177734,43.61020638813646,42.62206625702106,43.25173947980181,126652400
2018-06-26,43.494632720947266,43.989882939520605,43.04890896364015,43.15503658085031,98276800
2018-06-27,43.43095016479492,44.16674702488618,43.400290762784,43.68328927831745,101141200
2018-06-28,43.74698257446289,43.914425438825695,43.34606755089744,43.41681810764965,69460800
2018-06-29,43.65500259399414,44.145535169386115,43.13617123876956,43.93328352507445,90950800
2018-07-02,44.143184661865234,44.17148704671065,43.25645457137767,43.3507898566571,70925200
2018-07-03,43.374366760253906,44.32477262604797,43.28474914758595,44.28703851560642,55819200
2018-07-05,43.72338104248047,43.961574371999696,43.45924957060001,43.690364608495415,66416800
2018-07-06,44.329490661621094,44.43797173189767,43.67623281339386,43.728116316055825,69940800
2018-07-09,44.94499588012695,44.96857699074248,44.643130315485685,44.69029613523812,79026400
2018-07-10,44.890769958496094,45.11009271096756,44.8506752202268,44.97566990105466,63756400
2018-07-11,44.30826187133789,44.756342693838846,44.2445860160065,44.454477036854996,75326000
2018-07-12,45.0511360168457,45.14075362545193,44.64550334429064,44.69738684416554,72164400
2018-07-13,45.121883392333984,45.24215680710404,45.02047343207802,45.062925201040784,50055600
2018-07-16,45.022830963134766,45.43317764323029,44.907271620687844,45.16668908392699,60172400
2018-07-17,45.15018081665039,45.24923014322557,44.6195571109476,44.749265847601635,62138000
2018-07-18,44.90256118774414,45.23272924852803,44.79171949001588,45.22801158520352,65573600
2018-07-19,45.2515983581543,45.40960590073451,44.7351239556108,44.7351239556108,81147200
2018-07-20,45.147823333740234,45.38129545886398,44.84831472637009,45.228005607044906,82704800
2018-07-23,45.18790817260742,45.2704510650198,44.70445037102443,44.9685818691092,63957600
2018-07-24,45.515716552734375,45.67136701702628,45.29167618059886,45.386007832491124,74791600
2018-07-25,45.94493865966797,45.9520133543751,45.38129492550352,45.52987071139773,66839600
2018-07-26,45.80107879638672,46.213786098393896,45.65957771057542,45.89541045457952,76304000
2018-07-27,45.039344787597656,46.03220240716992,44.83181438141604,45.98503656933422,96096000
2018-07-30,44.78699493408203,45.32705030624448,44.58889630312897,45.256299767040694,84118000
2018-07-31,44.876609802246094,45.312901803761946,44.65256942249011,44.8789704326629,157492000
2018-08-01,47.52030563354492,47.58162086147488,46.53216569994232,46.96138309102007,271742800
2018-08-02,48.90936279296875,49.14283855349093,47.24910151371287,47.30334204851275,249616000
2018-08-03,49.050865173339844,49.22773977263983,48.45892254462788,48.82446410288577,133789600
2018-08-06,49.30554962158203,49.34799778485918,48.833884170830686,49.05320687813959,101701600
2018-08-07,48.843318939208984,49.40695904402814,48.76077604077673,49.364510878106664,102349600
2018-08-08,48.87632751464844,49.008393252072956,48.23250524544318,48.59332899180712,90102000
2018-08-09,49.2607421875,49.472990206787024,48.86454132670314,49.41403202381597,93970400
2018-08-10,49.11402130126953,49.48557902120588,48.9104936737248,49.07378955771502,98444800
2018-08-13,49.43114471435547,49.92339766557186,49.15425310638555,49.53527563245895,103563600
2018-08-14,49.63939666748047,49.831090541667486,49.28677223977179,49.73642805922572,82992000
2018-08-15,49.755367279052734,49.8736972019481,49.30334610691821,49.51397322522625,115230400
2018-08-16,50.484283447265625,50.600244468404085,50.04646125852407,50.11272573092973,114001600
2018-08-17,51.492462158203125,51.58002516679842,50.44642581966836,50.51269030365565,141708000
2018-08-20,50.99074172973633,51.871113202452875,50.90790932338679,51.615523697848836,121150800
2018-08-21,50.891334533691406,51.4001553976594,50.65230937590978,51.3078581970167,104639200
2018-08-22,50.893699645996094,51.20372346063428,50.607339648826624,50.66887351875901,76072400
2018-08-23,50.997833251953125,51.36702204650788,50.78720612628316,50.799036230072055,75532800
2018-08-24,51.15639114379883,51.33151711174363,50.90789759315165,51.26052204968089,73905600
2018-08-27,51.57765197753906,51.766980593315445,51.19662944732842,51.39068866042055,82100400
2018-08-28,51.994171142578125,52.192964560685056,51.80957673845841,51.83087525943924,91107200
2018-08-29,52.770408630371094,52.89110745651331,51.925534903087936,52.10066086863943,109019200
2018-08-30,53.25556564331055,54.01997594606434,52.63314908356902,52.83431140009816,195175200
2018-08-31,53.870887756347656,54.164343686155206,53.48513100986998,53.605826244438276,173360400
2018-09-04,54.043643951416016,54.23770315227704,53.63422341854379,54.0554776662455,109560400
2018-09-05,53.69102478027344,54.35367315366947,53.27213940080851,54.19274617173465,133332000
2018-09-06,52.79881286621094,53.804617207503874,52.37282442296422,53.539555725515555,137160000
2018-09-07,52.37282943725586,53.336033220872075,52.23320098200579,52.502993086702105,150479200
2018-09-10,51.669944763183594,52.50298843468489,51.229757303877285,52.28999240596996,158066000
2018-09-11,52.97631072998047,53.082806943997085,51.25105834056841,51.59421441290767,142996000
2018-09-12,52.318397521972656,53.24846904799571,52.02730329115404,53.23427003403245,197114800
2018-09-13,53.582157135009766,54.041277818620834,52.67338418396215,52.89821031768042,166825600
2018-09-14,52.973941802978516,53.68392137771475,52.66155266788886,53.42596299890154,127997200
2018-09-17,51.56344985961914,52.763313434962186,51.41908720503265,52.573984830581786,148780400
2018-09-18,51.64863967895508,52.502981761395574,51.38357822876502,51.54213987256272,126286800
2018-09-19,51.67940139770508,51.975226159309635,50.95285766099817,51.71016832847742,108495200
2018-09-20,52.07227325439453,52.60475798589657,51.864011403841246,52.12197341823773,106435200
2018-09-21,51.51138687133789,52.387027646018495,51.42382026606977,52.24976449154423,384986800
2018-09-24,52.25212478637695,52.36335520071056,51.26762259076125,51.31258853840368,110773600
2018-09-25,52.583457946777344,52.732554822863705,51.994173560898794,52.006007276819524,98217600
2018-09-26,52.1645622253418,52.95263993684514,52.008365862094074,52.30182536778894,95938800
2018-09-27,53.23663330078125,53.589257782363156,52.902942040808725,52.969210122012925,120724800
2018-09-28,53.42359924316406,53.44726306298628,53.01654398633508,53.19876948242372,91717600
2018-10-01,53.783321380615234,54.29450757242446,53.567963640883626,53.94661727059399,94403200
2018-10-02,54.26137161254883,54.43176699813006,53.634224437244896,53.78095239271763,99152800
2018-10-03,54.92166519165039,55.252987609999984,54.37971199381855,54.44361117848009,114619200
2018-10-04,53.95608139038086,54.987918497825,53.657887663337085,54.61636079385546,128168000
2018-10-05,53.08043670654297,54.05547775401999,52.202430676368174,53.948981542667234,134322000
2018-10-08,52.957374572753906,53.201133924424155,52.112497192021806,52.588185792016155,118655600
2018-10-09,53.69102478027344,53.78569089712608,52.59765731141301,52.92661439379682,107564000
2018-10-10,51.20374298095703,53.567976999293634,51.13037897989315,53.357349804469216,167962400
2018-10-11,50.7516975402832,51.946830350297546,50.2476145806156,50.76826546098694,212497600
2018-10-12,52.56452560424805,52.746754721279835,51.317327037082954,52.164569832970635,161351600
2018-10-15,51.44038772583008,52.498257597389845,51.419089204933876,52.33969592325769,123164000
2018-10-16,52.5739860534668,52.77278307881881,51.29838956224378,51.81194102118885,116736000
2018-10-17,52.34679412841797,52.68995019740248,51.90897195034415,52.6094867130337,91541600
2018-10-18,51.123252868652344,52.003627645600474,50.40853923550798,51.55870604983427,130325200
2018-10-19,51.90187072753906,52.363356709270114,51.456949057386716,51.606045917308556,132314800
2018-10-22,52.21898651123047,52.86033619603111,51.81430025155654,52.015458926758086,115168400
2018-10-23,52.71125030517578,52.83431444512656,50.81087189308462,51.07829869399411,155071200
2018-10-24,50.903160095214844,53.066230717386226,50.77299647127529,52.68047766425556,163702000
2018-10-25,52.01784133911133,52.391764375608986,51.29602799685772,51.523223066162,119423200
2018-10-26,51.18953323364258,52.11014003080295,50.33045670583249,51.09486711409227,189033600
2018-10-29,50.22869110107422,51.99180637497226,48.77323076308927,51.873476442346316,183742000
2018-10-30,50.479549407958984,50.92446749400943,49.52581045070183,49.970728536752276,146640000
2018-10-31,51.795372009277344,52.17166028299006,51.26525267501024,51.326786543689,153435600
2018-11-01,52.590545654296875,52.62367788475514,51.31021515740563,51.840334455880125,233292800
2018-11-02,49.10218811035156,50.56237905391569,48.617034661599845,49.592075767555244,365314800
2018-11-05,47.7082633972168,48.37091177031548,46.898887056991256,48.34961324821186,264654800
2018-11-06,48.22417449951172,48.449000615453585,47.73192162049639,47.786352370196695,127531600
2018-11-07,49.686737060546875,49.712769789684685,48.30937854826853,48.74483182553473,133697600
2018-11-08,49.513370513916016,49.900469550137,49.1001442948678,49.86722171346018,101450400
2018-11-09,48.558685302734375,48.92441156528244,48.03146693327073,48.815170208722876,137463200
2018-11-12,46.112571716308594,47.46149160971139,46.02232604202068,47.259627429985954,204542000
2018-11-13,45.651859283447266,46.82741236651,45.46662079150977,45.509370087049234,187531600
2018-11-14,44.3623161315918,46.18620401920022,44.15570117063731,46.0484619198116,243204000
2018-11-15,45.45711135864258,45.59010269083282,44.38604917682222,44.73990396148286,185915200
2018-11-16,45.960575103759766,46.30255485250831,44.99401086475405,45.24099422566041,147713200
2018-11-19,44.139068603515625,45.288497903512194,43.9324573152548,45.122258727684965,167701200
2018-11-20,42.03020095825195,43.09651261910129,41.68109683232495,42.36030580111065,271300800
2018-11-21,41.98271179199219,42.811537992827844,41.92809110860415,42.683293715968375,124496800
2018-11-23,40.9163818359375,41.93994755087107,40.87126262756311,41.54572068724167,94496000
2018-11-26,41.469730377197266,41.548101052609525,40.43429311450375,41.37948832190566,179994000
2018-11-27,41.37949752807617,41.505364622235895,40.58154566531735,40.73115914826122,165549600
2018-11-28,42.97064971923828,43.05376751403634,41.543358788745984,41.9708336400061,184250000
2018-11-29,42.64054870605469,43.41237705993519,42.20119880896381,43.37912921425623,167080000
2018-11-30,42.41017532348633,42.82577508860625,42.04207194963164,42.81627363610778,158126000
2018-12-03,43.89209747314453,43.92059459018368,43.034774172698484,43.80660249828381,163210000
2018-12-04,41.961341857910156,43.3150093955715,41.86159831552917,42.97302946526893,165377200
2018-12-06,41.49348831176758,41.50773686933884,40.4722994088251,40.790529273726726,172393600
2018-12-07,40.013954162597656,41.43886790910072,39.96883131415951,41.20138228468355,169126400
2018-12-10,40.27756118774414,40.39392681826417,38.788525387961656,39.185125924591716,248104000
2018-12-11,40.04718780517578,40.797639358195006,39.660085215036446,40.76676870211213,189126800
2018-12-12,40.15882110595703,40.82852869193123,40.139821820886,40.4675495230678,142510800
2018-12-13,40.59816360473633,40.982892750447746,40.26568520596623,40.488922255315906,127594400
2018-12-14,39.299129486083984,40.15407938737413,39.25163307462207,40.13508009804058,162814800
2018-12-17,38.93337631225586,39.98068831395415,38.64601724168256,39.291978139074146,177151600
2018-12-18,39.43923568725586,39.785962637088474,39.0402579913097,39.275370041978476,135366000
2018-12-19,38.20905685424805,39.76696176214106,37.78158206275483,39.42260837756745,196189200
2018-12-20,37.244869232177734,38.498792982639806,36.88151653310877,38.09269098875768,259092000
2018-12-21,35.79620361328125,37.560723512525044,35.53497162650569,37.25199150656966,382978400
2018-12-24,34.87001419067383,35.99094661247746,34.81301633704648,35.18349332626678,148676800
2018-12-26,37.32561492919922,37.339863486779244,34.843890893788085,35.219118612948485,234330000
2018-12-27,37.083370208740234,37.23061372589875,35.63946113582049,37.00975026203208,212468400
2018-12-28,37.10236358642578,37.64620748307345,36.70338963274231,37.403971226198976,169165600
2018-12-31,37.46097946166992,37.84570497009902,37.16174528956495,37.648591489285586,140014000
2019-01-02,37.50372314453125,37.72458662290483,36.62740075617171,36.78414211195393,148158800
2019-01-03,33.76807403564453,34.60639781423897,33.72295119720163,34.19317161474013,365248800
2019-01-04,35.209625244140625,35.27849811991715,34.15044115171083,34.323804681650046,234428400
2019-01-07,35.1312370300293,35.34497620753609,34.64914163479425,35.314101925245296,219111200
2019-01-08,35.80095672607422,36.055068075400506,35.27136481535477,35.51834826233486,164101200
2019-01-09,36.4089241027832,36.698656883144814,35.53497865783523,35.92920207933708,180396400
2019-01-10,36.52529525756836,36.56566738494656,35.827086836894935,36.21656317460985,143122800
2019-01-11,36.16667938232422,36.50153493832651,35.98144090958733,36.306798636311406,108092800
2019-01-14,35.62284469604492,35.924452462452855,35.43760619352494,35.82470893215311,129756800
2019-01-15,36.3519172668457,36.427910763494,35.634709844065036,35.68695695839793,114843600
2019-01-16,36.7960205078125,37.01925755806657,36.33529785069117,36.354297134089684,122278800
2019-01-17,37.01451110839844,37.44198597490383,36.397047009696955,36.62028408574662,119284800
2019-01-18,37.24249267578125,37.49422682619904,37.043002022319946,37.4039811406747,135004000
2019-01-22,36.40655517578125,37.221129312229216,36.24506303033397,37.14513577958757,121576000
2019-01-23,36.55377960205078,36.8435122960888,36.02656133084995,36.608400270150376,92522400
2019-01-24,36.264041900634766,36.686765879715,36.03605780733446,36.59889738789528,101766000
2019-01-25,37.465728759765625,37.553600900151864,36.64878130027886,36.924261855530716,134142000
2019-01-28,37.11899185180664,37.126116128342424,36.49203015046435,36.997871903214524,104768400
2019-01-29,36.73426818847656,37.55359634769264,36.598903290698956,37.107122292669665,166348800
2019-01-30,39.24449157714844,39.45822714683114,38.052312966631995,38.76952042341593,244439200
2019-01-31,39.527103424072266,40.13506597381766,39.080629341215584,39.44873274205534,162958400
2019-02-01,39.54610061645508,40.13031312607623,39.405981367304726,39.65059485362112,130672400
2019-02-04,40.66939926147461,40.76676920385705,39.726581365338454,39.75745564554308,125982000
2019-02-05,41.3652229309082,41.578962056601256,40.93062765185546,41.05174395312937,144406400
2019-02-06,41.37949752807617,41.69535385122478,41.049392646908444,41.476863882454516,112958400
2019-02-07,40.59579086303711,41.30824769496477,40.45329804715444,40.94251782527925,126966800
2019-02-08,40.643489837646484,40.70311587039723,40.16886530680823,40.304814408336355,95280000
2019-02-11,40.40974807739258,40.834288725227694,40.36681908607748,40.796127195647315,83973600
2019-02-12,40.75796127319336,40.784196867041736,40.47414084136545,40.569544655033816,89134000
2019-02-13,40.588619232177734,41.13717929868625,40.526609486645974,40.87721074640527,89960800
2019-02-14,40.73649215698242,40.84620198114671,40.39781684528093,40.47652361789425,87342800
2019-02-15,40.6458625793457,40.951147493346554,40.48606529149239,40.843821391269934,98507200
2019-02-19,40.76750564575195,40.88914507060669,40.42406278544301,40.4765339806188,75891200
2019-02-20,41.029869079589844,41.337541474435355,40.78182636217737,40.82952646483924,104457600
2019-02-21,40.79851150512695,41.11095129951937,40.61724969597512,40.97500585247645,68998800
2019-02-22,41.254058837890625,41.26121367050578,40.87483815215059,40.92253824934637,75652800
2019-02-25,41.55458450317383,41.94573123389448,41.48780362031556,41.537891102101845,87493600
2019-02-26,41.578426361083984,41.80977566356522,41.30176069059117,41.43055496170665,68280800
2019-02-27,41.707218170166016,41.738224873214264,41.19681945157351,41.31130406008195,111341600
2019-02-28,41.29698181152344,41.7167513399161,41.24212688971162,41.57603479995883,112861600
2019-03-01,41.7310676574707,41.773996653747055,41.234978633444705,41.56649922650965,103544800
2019-03-04,41.94096374511719,42.394120255566705,41.49257469823671,41.90280220085392,109744800
2019-03-05,41.864627838134766,41.97672506553204,41.62850744949889,41.962415400636054,78949600
2019-03-06,41.623741149902344,41.855090443606244,41.485408319904245,41.65951531314144,83241600
2019-03-07,41.14195251464844,41.60465099767823,41.027471578824404,41.468701929469475,99185600
2019-03-08,41.239742279052734,41.27790380614396,40.42644247442823,40.622017571308106,95997600
2019-03-11,42.66840362548828,42.720874845182635,41.82171655347199,41.85510699879698,128044000
2019-03-12,43.14777755737305,43.567543462773116,42.780479205774704,42.93073795318164,129870400
2019-03-13,43.33858871459961,43.71780942231808,43.15016840672244,43.46737934842093,124130000
2019-03-14,43.82036590576172,43.908614914858006,43.54131649050845,43.8609111740343,94318000
2019-03-15,44.390384674072266,44.678976254213644,43.82274735566281,44.08748706861486,156171600
2019-03-18,44.84354782104492,44.93179318512388,44.31168098754593,44.3140683580027,104879200
2019-03-19,44.4881706237793,45.074892326124115,44.34268297347357,44.92224984377744,126585600
2019-03-20,44.87693786621094,45.19414879506152,44.05886680985221,44.416623003991106,124140800
2019-03-21,46.529762268066406,46.82550865122841,45.27046095796305,45.32054841838831,204136800
2019-03-22,45.566219329833984,47.14988676613712,45.50182218928217,46.589400548765894,169630800
2019-03-25,45.01527404785156,45.78802515555478,44.50487531846958,45.67592791524002,175381200
2019-03-26,44.55018615722656,46.00267911768265,44.0230940523578,45.71170377934582,199202000
2019-03-27,44.95085906982422,45.258527696292106,44.49293172569736,45.01763991338753,119393600
2019-03-28,45.010494232177734,45.210836803591036,44.72667376970035,45.065349156408665,83121600
2019-03-29,45.30385971069336,45.33486641281112,44.96756800695002,45.2752403790673,94256000
2019-04-01,45.61153030395508,45.71646906225277,44.92940835895731,45.70693049851085,111448000
2019-04-02,46.27457046508789,46.37951286036313,45.56621293626409,45.575751499796354,91062800
2019-04-03,46.5917854309082,46.866063737526034,46.06707340893333,46.090925278762874,93087200
2019-04-04,46.672874450683594,46.835055514550795,46.06468818261306,46.45821854703762,76457200
2019-04-05,46.985313415527344,47.009165284142306,46.7301122506272,46.85413541671345,74106400
2019-04-08,47.72467803955078,47.755681101848495,46.82790017839874,46.84698094558115,103526800
2019-04-09,47.581565856933594,48.3805560125003,47.51716873376691,47.77714095718664,143072800
2019-04-10,47.84869384765625,47.87731681584689,47.26674323132718,47.38599528748367,86781200
2019-04-11,47.45039749145508,47.93933170184318,47.328761691309175,47.903557536883895,83603200
2019-04-12,47.431312561035156,47.73421380848301,46.796894375967724,47.510019356322424,111042800
2019-04-15,47.517181396484375,47.66505644609924,47.2262060386002,47.36215515270482,70146400
